movie_id,person_id,name,job,department
22,1595477,Richard L. Blackwell,Stunts,Crew
22,1454884,Cedric Nicolas-Troyan,Visual Effects,Visual Effects
22,2443,Bruce Hendricks,Executive Producer,Production
22,2444,Mike Stenson,Executive Producer,Production
22,1186326,Paul Deason,Executive Producer,Production
22,2446,Chad Oman,Executive Producer,Production
22,2448,Pat Sandston,Associate Producer,Production
22,1708,Jay Wolpert,Screenstory,Writing
22,1707,Stuart Beattie,Screenstory,Writing
22,1706,Terry Rossio,Screenstory,Writing
22,1705,Ted Elliott,Screenstory,Writing
22,1146858,Armen Ksajikian,Musician,Sound
22,12131,Derek R. Hill,Art Direction,Art
22,1413087,Carla S. Nemec,Art Department Coordinator,Art
22,2528,Donald B. Woodruff,Art Direction,Art
22,9025,James E. Tocci,Art Direction,Art
22,21984,Larry Dias,Set Decoration,Art
22,1646233,Lea Anderson,Craft Service,Crew
22,1378247,Slamm Andrews,Additional Music,Crew
22,1646230,Harry Lu,Armorer,Crew
22,1596715,Michael Powels,Art Direction,Art
22,1403432,Robert A. Blackburn,Construction Coordinator,Art
22,1401109,Chris Haarhoff,Camera Operator,Camera
22,1532250,Susan Carol Schwary,Hairstylist,Costume & Make-Up
22,1646228,Alexa M. Stone,Assistant Costume Designer,Costume & Make-Up
22,1594921,Mark Connelly,Loader,Crew
22,1155551,Kindra Marra,First Assistant Editor,Editing
22,1594931,Sophie Shellenberger,Electrician,Lighting
22,1646220,Stephen Howard,Construction Foreman,Art
22,1377132,David Luckenbach,Steadicam Operator,Camera
22,1646223,Jeff Sturgill,Camera Technician,Camera
22,1403566,Peter Manno,Underwater Camera,Camera
22,1415613,Gene Darnell,Set Designer,Art
22,1627977,Fred Apolito,Propmaker,Crew
22,1646239,Neil Herzinger,Sequence Supervisor,Crew
22,1550730,Bob Kaiser,Color Timer,Editing
22,12575,Patrick Loungway,Additional Photography,Camera
