movie_id,person_id,name,job,department
20481,31211,Clive Barker,Director,Directing
20481,31211,Clive Barker,Screenplay,Writing
20481,31211,Clive Barker,Novel,Writing
20481,210110,Chris Cunningham,Modeling,Visual Effects
20481,6202,Gabriella Martinelli,Producer,Production
20481,4700,James G. Robinson,Executive Producer,Production
20481,531,Danny Elfman,Original Music Composer,Sound
20481,56548,Robin Vidgeon,Director of Photography,Camera
20481,898,Mark Goldblatt,Editor,Editing
20481,14931,Richard Marden,Editor,Editing
20481,56071,Steve Hardie,Production Design,Art
20481,61361,Ricky Eyres,Art Direction,Art
20481,959992,Ann Hollowood,Costume Design,Costume & Make-Up
20481,30081,Neill Gorton,Makeup Effects,Crew
20481,2644740,Doug Robinson,Stunts,Crew
20481,1902347,Chris Webb,Stunts,Crew
20481,2606601,Steven Painter,Makeup Effects,Crew
20481,4568530,Robert Fernandez,Scoring Mixer,Sound
20481,2098339,Kathy Sinclair,Stand In,Crew
20481,65614,David Barron,Associate Producer,Production
20481,1525598,Mark Alan Miller,Producer,Production
20481,2689176,Michael G. Plumides Jr.,Executive Producer,Production
20481,1203317,David Robinson,Executive Producer,Production
20481,18311,Joe Roth,Co-Producer,Production
20481,2535201,Gary Bunn,Prosthetics,Costume & Make-Up
20481,1427843,Mark Coulier,Special Effects Makeup Artist,Costume & Make-Up
20481,1365396,Robbie Drake,Special Effects Technician,Crew
20481,1437962,Chris Fitzgerald,Special Effects Makeup Artist,Costume & Make-Up
20481,29217,Tony Gardner,Special Effects Makeup Artist,Costume & Make-Up
20481,23456,Shaune Harrison,Special Effects Makeup Artist,Costume & Make-Up
20481,1859100,Heather Jones,Key Hair Stylist,Costume & Make-Up
20481,2689179,Mark Jones,Special Effects Makeup Artist,Costume & Make-Up
20481,1576086,Paul Jones,Makeup Designer,Costume & Make-Up
20481,2689181,Mark William Robinson,Assistant Makeup Artist,Costume & Make-Up
20481,2689182,Terence 'Doc' Popolo Rubbio,Special Effects Makeup Artist,Costume & Make-Up
20481,1555670,Aileen Seaton,Key Makeup Artist,Costume & Make-Up
20481,65614,David Barron,Production Supervisor,Production
20481,52922,Joe Thornton,Production Manager,Production
20481,15024,Andy Armstrong,Action Director,Directing
20481,1764214,Peter Freeman,Second Assistant Director,Directing
20481,77295,Jesse V. Johnson,Third Assistant Director,Directing
20481,89320,Tim Lewis,Second Assistant Director,Directing
20481,1745768,Kieron Phipps,First Assistant Director,Directing
20481,1322142,Tom Brown,Draughtsman,Art
20481,1322142,Tom Brown,Assistant Art Director,Art
20481,1572550,Ralph McQuarrie,Concept Artist,Art
20481,2689185,Peter Palmer,Set Dresser,Art
20481,117226,Graeme Purdy,Standby Property Master,Art
20481,2010295,Jamie White,Carpenter,Crew
20481,2689186,Benjamin Stuart Thompson,Assistant Art Director,Art
20481,1564250,James Ashwill,Foley Mixer,Sound
20481,1877822,Destiny Borden,Sound Editor,Sound
20481,1401562,Gary C. Bourgeois,Sound Re-Recording Mixer,Sound
20481,2681130,Justin Cruse,Sound Mixer,Sound
20481,1546873,Linda Folk,Foley Editor,Sound
20481,1558256,Rick Hart,Sound Re-Recording Mixer,Sound
20481,1395713,John Midgley,Sound Mixer,Sound
20481,117468,Bruce Nyznik,Sound Designer,Sound
20481,117468,Bruce Nyznik,Supervising Sound Editor,Sound
20481,1415966,Solange S. Schwalbe,Foley Supervisor,Sound
20481,1836628,Tommy Staples,Boom Operator,Sound
20481,230133,George Tarrant,Sound Mixer,Sound
20481,1588226,Les Wiggins,Sound Editor,Sound
20481,1390524,Jay Wilkinson,Sound Effects Editor,Sound
20481,1630528,Cynthia Haagens,ADR Editor,Sound
20481,1614193,Oscar Mitt,Sound,Sound
20481,1602729,William Parnell,Assistant Sound Editor,Sound
20481,1806565,Manuel Beccaro,Special Effects Makeup Artist,Costume & Make-Up
20481,1859142,Ian Brown,Special Effects Makeup Artist,Costume & Make-Up
20481,2689226,Neville Buchanan,Special Effects,Crew
20481,2153548,Paul Clancy,Special Effects Technician,Crew
20481,1081073,Chris Corbould,Special Effects Supervisor,Visual Effects
20481,2689230,Darrell Guyon,Special Effects Technician,Crew
20481,29447,Bob Keen,Special Effects,Crew
20481,2123090,Kate Murray,Makeup Effects,Crew
20481,1783304,Geoffrey Portass,Special Effects,Crew
20481,2689232,Junior Tomlin,Special Effects Technician,Crew
20481,1859269,Dave Chagouri,Special Effects,Crew
20481,2151811,Marcus Richardson,Special Effects Assistant,Crew
20481,2689233,Terry Adlam,Matte Painter,Visual Effects
20481,185040,Bob Bell,Matte Painter,Visual Effects
20481,999568,Cliff Culley,Matte Painter,Visual Effects
20481,999567,Neil Culley,Camera Operator,Camera
20481,85919,Peter Kuran,Animation,Visual Effects
20481,2093384,David Litchfield,Camera Operator,Camera
20481,1412742,Julian Parry,Modelling Supervisor,Visual Effects
20481,2689236,Rory Fellowes,Animation,Visual Effects
20481,2560186,Karl Watkins,Camera Operator,Camera
20481,199077,Andy Bradford,Stunts,Crew
20481,2689238,Perry Davey,Stunts,Crew
20481,1415957,Jim Dowdall,Stunts,Crew
20481,2067045,Tracey Eddon,Stunts,Crew
20481,1271071,Sadie Eden,Stunts,Crew
20481,1230588,Max Faulkner,Stunts,Crew
20481,2067038,Richard Hammatt,Stunts,Crew
20481,1271079,Frank Henson,Stunts,Crew
20481,1608123,Billy Horrigan,Stunts,Crew
20481,44006,Paul Jennings,Stunts,Crew
20481,2689239,Mark McBride,Stunts,Crew
20481,1419427,Sean McCabe,Stunts,Crew
20481,1747343,Bronco McLoughlin,Stunts,Crew
20481,1469954,Wayne Michaels,Stunts,Crew
20481,1229882,Valentino Musetti,Stunts,Crew
20481,10976,Greg Powell,Stunts,Crew
20481,2143263,Nick Powell,Stunts,Crew
20481,1229106,Terry Richards,Stunts,Crew
20481,1600363,Colin Skeaping,Stunts,Crew
20481,24278,Bill Weston,Stunts,Crew
20481,2660356,Steve Whyment,Stunts,Crew
20481,15024,Andy Armstrong,Stunt Coordinator,Crew
20481,1469954,Wayne Michaels,Stunt Coordinator,Crew
20481,2689242,Keith Blake,Focus Puller,Camera
20481,1591577,Bob Bridges,Second Assistant Camera,Camera
20481,1392245,Murray Close,Still Photographer,Camera
20481,1770976,Gary Hutchings,Grip,Camera
20481,2111112,Louis H. Lavelly,Camera Operator,Camera
20481,40767,Clive Mackey,Clapper Loader,Camera
20481,2238012,Nigel Seal,Assistant Camera,Camera
20481,1407672,John Ward,Steadicam Operator,Camera
20481,1948867,Gary A. Williams,Dolly Grip,Camera
20481,40765,David Worley,Camera Operator,Camera
20481,1430501,Daryl Bristow,Wardrobe Supervisor,Costume & Make-Up
20481,25823,Peter Boita,Associate Editor,Editing
20481,1194294,Andrew Furtado,Additional Editor,Editing
20481,1434644,Sara-Jane Valentine,Assistant Editor,Editing
20481,2071256,Simon McNair Scott,Location Manager,Production
20481,5132,Bob Badami,Music Editor,Sound
20481,38335,Steve Bartek,Orchestrator,Sound
20481,1551219,Sally Boldt,Music Editor,Sound
20481,1738137,Tom Boyd,Musician,Sound
20481,2689249,Tom Brown,Music,Sound
20481,91144,Shawn Murphy,Scoring Mixer,Sound
20481,26981,Shirley Walker,Additional Music,Crew
20481,26981,Shirley Walker,Conductor,Sound
20481,26981,Shirley Walker,Orchestrator,Sound
20481,2689250,David Ari Leon,Orchestrator,Sound
20481,1367566,Libbie Barr,Script Supervisor,Directing
20481,964699,Alan Harris,Stand In,Crew
20481,2689251,John Oxlade,Armorer,Crew
20481,40812,Andrew Wilkinson,Weapons Master,Crew
20481,1919652,Cris Alex,Thanks,Crew
20481,2689253,Ryan Danhauser,Thanks,Crew
20481,2689254,Steve Dillon,Thanks,Crew
20481,2689255,Jessica Dwyer,Thanks,Crew
20481,1919653,Stephen Imhoff,Thanks,Crew
20481,83328,Andrew Kasch,Thanks,Crew
20481,76541,Ben Rock,Thanks,Crew
20481,1572550,Ralph McQuarrie,Title Designer,Art
20481,1373619,Grant Mason,Special Effects Makeup Artist,Costume & Make-Up
20481,71579,David Allday,Draughtsman,Art
20481,1256633,Steve Ede,Construction Manager,Art
20481,1859143,Jack Collins,Electrician,Lighting
20481,1413038,Gary Donoghue,Electrician,Lighting
20481,1727835,Steve Foster,Chief Lighting Technician,Lighting
20481,2957285,Ian Madden,Electrician,Lighting
20481,2957286,John O'Callaghan,Electrician,Lighting
20481,1859145,Ray Wardley,Electrician,Lighting
20481,1994530,Ira Friedlander,Production Accountant,Production
20481,1994500,Sheldon Katz,Production Controller,Crew
20481,2929546,Will Tyler,Production Accountant,Production
421892,1035822,Brad Ableson,Co-Director,Directing
421892,118489,Walt Dohrn,Director,Directing
421892,70655,Gina Shay,Producer,Production
421892,1378696,Ethan Van der Ryn,Sound Designer,Sound
421892,1378696,Ethan Van der Ryn,Supervising Sound Editor,Sound
421892,1378695,Erik Aadahl,Supervising Sound Editor,Sound
421892,5720,Chris Meledandri,Producer,Production
421892,12081,William Steig,Book,Writing
421892,14172,Michael McCullers,Screenplay,Writing
421892,1377373,Christi Soper Hilt,Casting,Production
421892,1297764,Julien Bocabeille,Animation Supervisor,Visual Effects
421892,12080,Conrad Vernon,Director,Directing
421892,1378695,Erik Aadahl,Sound Designer,Sound
421892,4643681,Lara Boushehri,Casting Associate,Production
421892,5524,Andrew Adamson,Executive Producer,Production
421892,1705,Ted Elliott,Characters,Writing
421892,1706,Terry Rossio,Characters,Writing
421892,5524,Andrew Adamson,Characters,Writing
421892,12083,Joe Stillman,Characters,Writing
421892,12061,Roger S.H. Schulman,Characters,Writing
421892,928656,John Swanson,Producer,Production
421892,80817,Greg Crawford,Sound,Sound
421892,1960158,Luke Nagy,Sound,Sound
421892,12062,Jeffrey Katzenberg,Executive Producer,Production
421892,5720,Chris Meledandri,Story,Writing
55301,1431018,Mira Caveno,Set Designer,Art
55301,1401687,Anna Behlmer,Sound Re-Recording Mixer,Sound
55301,1459645,Christine Sirois,ADR Recordist,Sound
55301,8880,Neil Machlis,Unit Production Manager,Production
55301,373,Doug Jackson,Sound Effects Editor,Sound
55301,1530322,Matthew Harrison,Foley Editor,Sound
55301,113041,David Betancourt,ADR Mixer,Sound
55301,18926,Casey Grant,Unit Production Manager,Production
55301,113028,David Hadaway,Set Designer,Art
55301,83655,Julia Michels,Music Supervisor,Sound
55301,1561882,David Husby,Sound Mixer,Sound
55301,1449994,Monique 'Nico' Salvato,First Assistant Sound Editor,Sound
55301,2015883,Jesse Johnstone,ADR Recordist,Sound
55301,1329480,Peter Bodnarus,Set Designer,Art
55301,113067,David Lucarelli,ADR Recordist,Sound
55301,1684502,Johnny Gidcomb,ADR Voice Casting,Production
55301,113088,Charleen Richards-Steeves,ADR Mixer,Sound
55301,1367493,John T. Cucci,Foley Artist,Sound
55301,1399057,Jim Brookshire,Supervising Dialogue Editor,Sound
55301,1338372,Dan O'Connell,Foley Artist,Sound
55301,1544669,John Morris,Supervising Sound Editor,Sound
55301,1341813,Dan DiPrima,Supervising Music Editor,Sound
55301,1416155,James Bolt,Sound Re-Recording Mixer,Sound
55301,25021,Lisa Love,Key Makeup Artist,Costume & Make-Up
55301,1418345,Stacey Herbert,Makeup Artist,Costume & Make-Up
55301,1564250,James Ashwill,Foley Mixer,Sound
55301,113086,John Murray,Foley Supervisor,Sound
55301,1551841,Matt Fausak,Music Editor,Sound
55301,113049,Galen Goodpaster,Supervising ADR Editor,Sound
55301,57744,Jonathan Aibel,Writer,Writing
55301,57743,Glenn Berger,Writer,Writing
55301,1455610,Tony Mecca,Animation,Visual Effects
55301,1455463,Aravind Jayaraman,Visual Effects,Visual Effects
55301,1460612,Samidha Nagwekar,Animation,Visual Effects
55301,1453019,Sachin Bangera,Animation,Visual Effects
55301,1460611,Rohit Kolhe,Animation,Visual Effects
55301,1459734,Dixie Pizani,Animation,Visual Effects
55301,1459752,Andrew Malesky,Animation,Visual Effects
55301,1146858,Armen Ksajikian,Musician,Sound
55301,1463874,Phil Langone,Storyboard Artist,Art
55301,1642697,Ian Blum,Animation Supervisor,Visual Effects
55301,11371,Thomas E. Ackerman,Director of Photography,Camera
55301,5666,Mark Mothersbaugh,Original Music Composer,Sound
55301,1378610,Marilyn Giacomazzi,Stunt Double,Crew
55301,49908,Steve Waterman,Executive Producer,Production
55301,10833,Peter Amundson,Editor,Editing
55301,41080,Allison Jones,Casting,Production
55301,8880,Neil Machlis,Executive Producer,Production
55301,376,Arnon Milchan,Executive Producer,Production
55301,30694,"Ross Bagdasarian, Jr.",Producer,Production
55301,49909,Richard Holland,Production Design,Art
55301,10569,Karen Rosenfelt,Executive Producer,Production
55301,11822,Rose Marie McSherry,Set Decoration,Art
55301,30696,Janice Karman,Producer,Production
55301,961544,Don MacAulay,Art Direction,Art
55301,49913,Alexandra Welker,Costume Design,Costume & Make-Up
55301,64151,Mike Mitchell,Director,Directing
55301,1702506,Melanie Cassidy,Sculptor,Art
55301,2285844,Eric Andrusyszyn,Digital Compositor,Visual Effects
663558,1089446,Chen Mu-Chuan,Writer,Writing
663558,3957215,Lu Xi,Producer,Production
663558,2974841,Keer Zhu,Editor,Editing
663558,1665497,Zhao Ji,Director,Directing
663558,2980083,Xu Zhonglin,Novel,Writing
663558,5246946,Xixing Lu,Novel,Writing
149509,59291,Alexandre Aja,Director,Directing
149509,1275224,Janene Carleton,Stunt Double,Crew
149509,58911,Krista Bell,Stunt Double,Crew
149509,1264872,Joe Hill,Writer,Writing
149509,1378767,Keith Bunin,Screenplay,Writing
149509,1264872,Joe Hill,Original Story,Writing
149509,1027545,Riza Aziz,Producer,Production
149509,59291,Alexandre Aja,Producer,Production
149509,1027550,Joey McFarland,Producer,Production
149509,17451,Cathy Schulman,Producer,Production
149509,1034748,Tricia Wood,Casting,Production
149509,64130,Baxter,Editor,Editing
149509,3965,Deborah Aquila,Casting,Production
149509,54777,Jennifer L. Smith,Casting,Production
149509,1444290,Paul Capuano,Dolby Consultant,Sound
149509,68748,Michael O'Farrell,Supervising Sound Editor,Sound
149509,1444292,Marco Foglia,Animation Supervisor,Visual Effects
149509,32200,Jeremy Stanbridge,Art Direction,Art
149509,20228,Goro Koyama,Foley,Sound
149509,2688,Mark Gingras,Sound Effects Editor,Sound
149509,1411839,William Groebe,Animation Supervisor,Visual Effects
149509,20229,Andy Malcolm,Foley,Sound
149509,1444287,Fay von Schroeder,Makeup Artist,Costume & Make-Up
149509,1426744,Mike Woroniuk,Sound Re-Recording Mixer,Sound
149509,1372414,Jak Osmond,Special Effects Coordinator,Crew
149509,1357060,Sandra Fox,Foley,Sound
149509,1444286,Carol Beadle,Costume Design,Costume & Make-Up
149509,1329481,Tyler Bishop Harron,Assistant Art Director,Art
149509,1399046,John Beatty,Construction Coordinator,Art
149509,7732,Allan Cameron,Production Design,Art
149509,1413907,Orest Sushko,Sound Re-Recording Mixer,Sound
149509,53114,Shane Vieau,Set Decoration,Art
149509,1444288,Maiko 'Mo' Gomyo,Makeup Effects,Crew
149509,1394931,Carie Wallis,Art Department Coordinator,Art
149509,25020,Rita Ciccozzi,Makeup Department Head,Costume & Make-Up
149509,1409225,Rob Bertola,Sound Effects Editor,Sound
149509,1441365,Peter Wilke,Steadicam Operator,Camera
149509,1444305,Thierry Tanguy,Location Manager,Production
149509,1444303,Thom Kyle,First Assistant Editor,Editing
149509,1399071,Hans Bjerno,Helicopter Camera,Camera
149509,1431089,Sean Oxenbury,Rigging Gaffer,Lighting
149509,1409743,Gary Viola,Camera Operator,Camera
149509,1443954,Chris Morley,Visual Effects Supervisor,Visual Effects
149509,1444299,Prem Marimuthu,Gaffer,Lighting
149509,1444302,Luis Freitas,First Assistant Editor,Editing
149509,71127,Peter Zuccarini,Underwater Camera,Camera
149509,1444300,Frank Biasi,Digital Intermediate,Editing
149509,1391699,Doane Gregory,Still Photographer,Camera
149509,1444301,Patrick Duchesne,Digital Intermediate,Editing
149509,1407845,Lee Anne Muldoon,Unit Publicist,Crew
149509,1444304,Delphine Measroch,Music Editor,Sound
149509,1378728,Jessica Clothier,Script Supervisor,Directing
149509,1444294,Adam O'Brien-Locke,Visual Effects Producer,Visual Effects
149509,1429323,Robert Doyle,First Assistant Editor,Editing
149509,1380196,Andrew Walton,First Assistant Editor,Editing
149509,1444295,Derek Wentworth,Visual Effects Supervisor,Visual Effects
149509,1453594,Chuck Duke,Animation,Visual Effects
149509,1453943,Howard R. Campbell,Lighting Artist,Lighting
149509,1333084,David Dowling,Property Master,Art
149509,4434,Frederick Elmes,Director of Photography,Camera
149509,1546584,Mark N. Tompkins,Scenic Artist,Crew
149509,1444289,Emilie Boucek,Dialogue Editor,Sound
149509,1530239,ROB,Original Music Composer,Sound
16390,113896,Joe Sichta,Writer,Writing
16390,30691,Kathi Castillo,Character Designer,Visual Effects
16390,1450356,Tristin Cole,Background Designer,Art
16390,209181,Christopher Berkeley,Director,Directing
16390,209181,Christopher Berkeley,Storyboard Designer,Art
16390,113896,Joe Sichta,Producer,Production
16390,1087518,Thomas Chase,Original Music Composer,Sound
16390,81655,Rob Desales,Editor,Editing
16390,1976596,Vera Hourani,Associate Producer,Production
116745,20647,Steven Conrad,Screenplay,Writing
116745,7399,Ben Stiller,Producer,Production
116745,7262,Stuart Dryburgh,Director of Photography,Camera
116745,65043,Samuel Goldwyn Jr.,Producer,Production
116745,10572,Theodore Shapiro,Original Music Composer,Sound
116745,22302,Stuart Cornfeld,Producer,Production
116745,14376,Greg Hayden,Editor,Editing
116745,7233,Jeff Mann,Production Design,Art
116745,52160,John Goldwyn,Producer,Production
116745,7399,Ben Stiller,Director,Directing
116745,928414,Rachel Tenner,Casting,Production
116745,555083,Billy D. Lucas,Stunts,Crew
116745,38084,Sarah Edwards,Costume Design,Costume & Make-Up
116745,1554926,Shawnna Thibodeau,Stunts,Crew
116745,60536,Clay Cullen,Stunt Coordinator,Crew
116745,1108835,Dixie Chassay,Casting Associate,Production
116745,1544394,Aja Frary,Stunts,Crew
116745,1045964,Aaron Vexler,Stunts,Crew
116745,1457935,Michael Queen,Compositors,Crew
116745,1040314,James Thurber,Short Story,Writing
116745,1099845,Tom Elliott,Stunts,Crew
116745,2214675,Valisa Tate,Stunts,Crew
116745,549098,Roel Failma,Stunts,Crew
116745,1544395,Mark Fichera,Stunts,Crew
116745,1642740,John Lyke,Stunts,Crew
116745,2253262,Scott Cosgrove,Stunts,Crew
116745,75636,Jalil Jay Lynch,Stunts,Crew
116745,16833,Rodney Mullen,Stunts,Crew
116745,1866406,Hugh Aodh O'Brien,Stunts,Crew
116745,2157090,Jim Stephan,Stunts,Crew
116745,1554916,Nicole Callender,Stunts,Crew
116745,1554998,Cort Hessler,Stunt Driver,Crew
116745,1399874,Scott Workman,Stunts,Crew
116745,1372092,Roy Farfel,Stunt Driver,Crew
116745,162577,Peter Epstein,Stunts,Crew
116745,1198454,Jim Ford,Stunts,Crew
116745,1347144,Greg Fitzpatrick,Stunts,Crew
116745,1012973,Kevin Scott,Stunts,Crew
116745,1434599,Brian Smyj,Stunts,Crew
116745,1554923,Dina L. Margolin,Stunts,Crew
116745,1454076,Jimmy P. Wong,Stunt Driver,Crew
116745,1622657,Mark Aaron Wagner,Stunt Double,Crew
116745,1811949,Daniel May Wong,Stunts,Crew
116745,1045964,Aaron Vexler,Stunt Driver,Crew
116745,1554931,Caroline Vexler,Stunts,Crew
116745,1648152,Peter Max,Thanks,Crew
116745,1341813,Dan DiPrima,Music Editor,Sound
116745,1525544,Lori Guidroz,Hairstylist,Costume & Make-Up
116745,1192700,George Drakoulias,Music Supervisor,Sound
116745,1452675,Wilson Webb,Still Photographer,Camera
116745,1337468,Nancy Allen,Music Editor,Sound
116745,1407019,Mark Edward Wright,Visual Effects Editor,Crew
116745,3932842,Ainslie Thomas,VFX Artist,Visual Effects
116745,32904,David Swayze,Supervising Art Director,Art
116745,957661,Regina Graves,Set Decoration,Art
116745,92302,Tom Reta,Art Direction,Art
116745,1328146,Evelyne Noraz,Makeup Artist,Costume & Make-Up
116745,1732800,Don Kozma,Makeup Department Head,Costume & Make-Up
116745,23704,Paul Gebbia,Key Makeup Artist,Costume & Make-Up
116745,1406893,Suzy Mazzarese-Allison,Key Hair Stylist,Costume & Make-Up
116745,1473178,Mandy Lyons,Hair Department Head,Costume & Make-Up
116745,142152,Bernadette Mazur,Makeup Artist,Costume & Make-Up
116745,1848828,Dina Sliwiak,Makeup Artist,Costume & Make-Up
116745,1700811,Harpa Haraldsdóttir,Hairstylist,Costume & Make-Up
116745,1635807,Áslaug Dröfn Sigurdardóttir,Key Hair Stylist,Costume & Make-Up
116745,1450086,Kristín Kristjánsdóttir,Key Makeup Artist,Costume & Make-Up
116745,35546,Chris Palermo,Stunts,Crew
116745,3027230,William Alexander,Lighting Artist,Lighting
116745,92486,Keith Woulard,Stunts,Crew
116745,1270921,Peewee Piemonte,Utility Stunts,Crew
116745,1550725,Chris Cenatiempo,Stunt Driver,Crew
116745,2092043,David Cunningham,VFX Artist,Visual Effects
116745,1328380,David Davenport,Costume Supervisor,Costume & Make-Up
116745,200402,Tim Trella,Stunt Coordinator,Crew
116745,175511,Matt Levin,Associate Producer,Production
116745,1378239,Phil Neilson,Second Unit Director,Directing
116745,1360102,Kira Smith,Boom Operator,Sound
116745,23226,G. Mac Brown,Unit Production Manager,Production
116745,2789592,Ethan Shapanka,Associate Producer,Production
116745,91092,Danny Michael,Production Sound Mixer,Sound
116745,83071,David H. Venghaus Jr.,First Assistant Director,Directing
116745,91072,Carla Raij,Unit Production Manager,Production
116745,1563757,Peter Thorell,Second Assistant Director,Directing
116745,91109,Nils Johnson,Video Assist Operator,Crew
116745,587969,Thomas Johnston,Script Supervisor,Directing
116745,1527434,Eliza Paley,ADR Editor,Sound
116745,1402026,Kenton Jakub,Dialogue Editor,Sound
116745,1496412,Paul Urmson,Supervising Sound Editor,Sound
116745,1360116,Jason Farrar,Location Manager,Production
116745,957361,Craig Haagensen,Second Unit Director of Photography,Camera
116745,2001699,John Ashton Thomas,Orchestrator,Sound
116745,1980078,William O'Leary,Gaffer,Lighting
116745,2506559,Joseph S. Alfieri,Construction Coordinator,Art
116745,1996633,Larry Zipf,Assistant Sound Editor,Sound
116745,1774546,Henry Antonacchio,Head Carpenter,Art
116745,9619,Skip Lievsay,Sound Mixer,Sound
116745,2056248,Grant Wilfley,Extras Casting,Production
116745,1406906,Frances Fiore,Unit Publicist,Crew
116745,1544908,Steven Visscher,Sound Editor,Sound
116745,1340345,Craig Henighan,Supervising Sound Editor,Sound
116745,1340345,Craig Henighan,Sound Mixer,Sound
116745,1402026,Kenton Jakub,ADR Editor,Sound
116745,1527434,Eliza Paley,Dialogue Editor,Sound
116745,1496408,Gregg Swiatlowski,ADR Editor,Sound
116745,1496408,Gregg Swiatlowski,Dialogue Editor,Sound
116745,1990712,Angela Organ,Assistant Sound Editor,Sound
116745,1544901,Rick Chefalas,Sound Editor,Sound
116745,1537441,Igor Nikolic,Assistant Sound Editor,Sound
116745,5141534,Glenn Woodburn,VFX Artist,Visual Effects
116745,1573082,Mitch Lillian,Key Grip,Camera
116745,1211781,Alexis Wajsbrot,Visual Effects Supervisor,Visual Effects
116745,2150480,Justin Bischoff,Key Set Production Assistant,Production
116745,20647,Steven Conrad,Screenstory,Writing
116745,102330,Meyer Gottlieb,Executive Producer,Production
116745,1704,Gore Verbinski,Executive Producer,Production
1363974,2979937,Fuse,Original Story,Writing
1363974,1654352,Yasuhito Kikuchi,Director,Directing
1363974,1606210,Toshizo Nemoto,Screenplay,Writing
1363974,1654352,Yasuhito Kikuchi,Screenplay,Writing
1363974,2045425,Ryoma Ebata,Character Designer,Visual Effects
1363974,2115082,Hitoshi Fujima,Original Music Composer,Sound
1363974,1647644,Hiroshi Satou,Director of Photography,Camera
137227,4196916,Tomohiro Nishiyama,Compositing Artist,Visual Effects
137227,4214065,Jun Ikeda,Background Designer,Art
137227,1481684,Riki Matsuura,Key Animation,Visual Effects
137227,4301946,Reiko Ikeda,Background Designer,Art
137227,4485459,Harue Yoshida,Color Designer,Visual Effects
137227,2044919,Atsuo Tobe,Key Animation,Visual Effects
137227,78173,Hiroyuki Morita,Key Animation,Visual Effects
137227,2578800,Mai Tsutsumi,Key Animation,Visual Effects
137227,570240,Nobutake Ito,Key Animation,Visual Effects
137227,2211079,Hidetsugu Ito,Key Animation,Visual Effects
137227,1848168,Emi Kamiishi,Key Animation,Visual Effects
137227,2599286,Jun Ishikawa,Key Animation,Visual Effects
137227,1327767,Susumu Yamaguchi,Key Animation,Visual Effects
137227,1612054,Junichi Hayama,Key Animation,Visual Effects
137227,1847938,Daisuke Mataga,Key Animation,Visual Effects
137227,1960613,Gousei Oda,Key Animation,Visual Effects
137227,1184458,Hisashi Kagawa,Key Animation,Visual Effects
137227,1540866,Akiko Matsuo,Key Animation,Visual Effects
137227,1444155,Hiromi Taniguchi,Key Animation,Visual Effects
137227,2379918,Hisashi Eguchi,Key Animation,Visual Effects
137227,1971346,Masahiro Emoto,Key Animation,Visual Effects
137227,1451280,Masaru Ohshiro,Key Animation,Visual Effects
137227,2160513,Takayuki Gotan,Key Animation,Visual Effects
137227,1970416,Toshiyuki Sato,Key Animation,Visual Effects
137227,2401168,Aya Kuki,Key Animation,Visual Effects
137227,2915629,Fumiaki Kouta,Key Animation,Visual Effects
137227,3102883,Yasuo Muroi,Key Animation,Visual Effects
137227,1418876,Hiroki Harada,Key Animation,Visual Effects
137227,4486821,Hirotoshi Takatani,Key Animation,Visual Effects
137227,2135297,Osamu Miwa,Key Animation,Visual Effects
137227,1414459,Shin'ichi Kurita,Key Animation,Visual Effects
137227,2159513,Ayako Hata,Key Animation,Visual Effects
137227,3090420,Hanako Enomoto,Key Animation,Visual Effects
137227,2159796,Koichiro Ueda,Key Animation,Visual Effects
137227,1828668,Kunihiro Abe,Key Animation,Visual Effects
137227,1848224,Masakatsu Sasaki,Key Animation,Visual Effects
137227,110687,Manabu Ohashi,Key Animation,Visual Effects
137227,1716131,Motonobu Hori,Key Animation,Visual Effects
137227,3784071,Yujiro Moriyama,Key Animation,Visual Effects
137227,2649445,Shinichi Yoshikawa,Key Animation,Visual Effects
137227,1320964,Takashi Hashimoto,Key Animation,Visual Effects
137227,1233940,Mamoru Sasaki,Key Animation,Visual Effects
137227,2403219,Masae Otake,Opening/Ending Animation,Visual Effects
137227,3099304,Yukari Kaku,Key Animation,Visual Effects
137227,2362606,Kanako Watanabe,Key Animation,Visual Effects
137227,1848237,Misao Abe,Key Animation,Visual Effects
137227,1123376,Tatsuya Tomaru,Key Animation,Visual Effects
137227,1489004,Yoshihiro Osugi,Key Animation,Visual Effects
137227,3056593,Yuki Ito,Key Animation,Visual Effects
137227,3153604,Masahiko Itojima,Key Animation,Visual Effects
137227,2044754,Shoko Nishigaki,Key Animation,Visual Effects
137227,2160889,Takayuki Uragami,Key Animation,Visual Effects
137227,3782976,Hitomi Kakubari,Key Animation,Visual Effects
137227,1498114,Kazuo Sakai,Key Animation,Visual Effects
137227,2577558,Shigeki Kuhara,Key Animation,Visual Effects
137227,2124310,Takashi Mukoda,Key Animation,Visual Effects
137227,3710057,Takahiro Takamizawa,Key Animation,Visual Effects
137227,2032292,Yumi Chiba,Key Animation,Visual Effects
137227,1524346,Yuuko Yoshida,Key Animation,Visual Effects
137227,3427668,Masami Otsuka,Key Animation,Visual Effects
137227,2797822,Shohei Usami,Production Assistant,Production
137227,3423844,Kazuyoshi Nakamura,Production Assistant,Production
137227,4535771,Takanori Okano,Production Assistant,Production
137227,4625901,Masahiro Kumagai,Compositing Artist,Visual Effects
137227,932979,Fujiko F. Fujio,Comic Book,Writing
137227,4627160,Mariko Kawanishi,Production Assistant,Production
137227,1220423,Yukiyo Teramoto,Director,Directing
137227,3810974,Kim Kyung-suk,Background Designer,Art
