movie_id,actor_id,actor_name,character,cast_order
43074,174727,Lesley Nicol,Mrs. Ponner (uncredited),58
43074,1602952,Lexie Roth,Guitar Technician (uncredited),59
43074,1572024,Kallie Tabor,Community College Student (uncredited),60
43074,1772829,Jordan Tofalo,1950s Ghost (uncredited),61
43074,928638,John Franchi,NYC Pedestrian (uncredited),62
43074,2511894,Jason Tisi,Precision Driver (uncredited),63
43074,1674440,Arthur Hiou,John Gotti Ghost (uncredited),64
43074,169265,Chris Gethard,Blogger (uncredited),65
43074,1178983,Al Conti,G-Man Ghost (uncredited),66
43074,20301,Justin Kirk,Phil Hudson (uncredited),67
43074,3631835,John Higgins,Baba Booey Shouter,68
417859,3131,Antonio Banderas,Puss in Boots (voice),0
417859,3136,Salma Hayek Pinault,Kitty Softpaws (voice),1
417859,58225,Zach Galifianakis,Humpty Dumpty (voice),2
417859,879,Billy Bob Thornton,Jack (voice),3
417859,12110,Amy Sedaris,Jill (voice),4
417859,92326,Constance Marie,Imelda (voice),5
417859,64151,Mike Mitchell,Andy Beanstalk (voice),6
417859,936666,Rich Dietl,Bounty Hunter (voice),7
417859,10828,Guillermo del Toro,Comandante / Hombre del bigote (voice),8
417859,12080,Conrad Vernon,Raoul / Soldier (voice),9
417859,12098,Chris Miller,Little Boy Blue / Friar Miller / Prison Guard / Manuel / Rafael (voice),10
417859,936667,Ryan Crego,Luis (voice),11
417859,936668,Tom Wheeler,Bartender / Mean Boy / Wagon Driver / Hotel Owner / Rodrigo (voice),12
417859,18864,Tom McGrath,Bar Thief (voice),13
417859,179702,Bob Joles,Giuseppe (voice),14
417859,936669,Latifa Ouaou,Crazy Woman / Mean Girl / Milk Lady / Little Boy (voice),15
417859,936672,Jessica Schulte,Estella Maria (voice),16
417859,936670,Bob Persichetti,Ohhh Cat (voice),17
417859,936674,Nina Barry,Ivana / Charo (voice),18
2114,21702,Ming-Na Wen,Dr. Aki Ross (voice),0
2114,55636,Donald Sutherland,Dr. Sid (voice),1
2114,7447,Alec Baldwin,Cap. Gray Edwards (voice),2
2114,10182,Ving Rhames,Sgt. Ryan Whitaker (voice),3
2114,884,Steve Buscemi,Off. Neil Fleming (voice),4
2114,21703,Peri Gilpin,Off. Jane Proudfoot (voice),5
2114,4512,James Woods,General Hein (voice),6
2114,65827,Keith David,Council Member (voice),7
2114,14500,Jean Simmons,Council Member (voice),8
2114,29797,Matt McKenzie,Major Elliot (voice),9
2114,56348,John DeMita,BCR Soldier #1 / Space Station Technician #2 / Additional Voices (voice),10
2114,92623,Matt Adler,Additional Voices (voice),11
2114,217777,Steve Alterman,Additional Voices (voice),12
2114,57910,David Arnott,Additional Voices (voice),13
2114,64948,Cathy Cavadini,Additional Voices (voice),14
2114,206202,Lanei Chapman,Additional Voices (voice),15
2114,154884,Vicki Davis,Additional Voices (voice),16
2114,949895,Judi Durand,Additional Voices (voice),17
2114,30029,Greg Finley,Additional Voices (voice),18
2114,21694,Jack Fletcher,Additional Voices (voice),19
2114,51958,Julia Fletcher,Additional Voices (voice),20
2114,230436,Barbara Harris,Additional Voices (voice),21
2114,952996,David McCharen,Additional Voices (voice),22
2114,1720762,Tracy Metro,Additional Voices (voice),23
2114,104617,David Michie,Additional Voices (voice),24
2114,156466,Richard Penn,Additional Voices (voice),25
2114,954335,David J. Randolph,Additional Voices (voice),26
2114,1232775,Andrea Baker,Additional Voices (voice),27
2114,2748711,Eric Aten,Deep Eyes (uncredited),28
2114,31531,John DiMaggio,BFW Soldier #1 (voice) (uncredited),29
2114,79054,Alex Fernandez,Space Station Technician #3 (voice) (uncredited),30
2114,1254010,David Rasner,Space Station Technician #1 & 4 (voice) (uncredited),31
2114,28248,Dwight Schultz,Scan Technician (voice) (uncredited),32
315465,18056,Koji Yakusho,Kumatetsu (voice),0
315465,104522,Aoi Miyazaki,Young Kyuta (voice),1
315465,1018944,Shota Sometani,Teenage Kyuta (voice),2
315465,1454976,Suzu Hirose,Kaede (voice),3
315465,123739,Lily Franky,Hyakushūbō (voice),4
315465,40450,Yo Oizumi,Tatara (voice),5
315465,552339,Kazuhiro Yamaji,Iozen (voice),6
315465,93803,Mamoru Miyano,Teenage Ichirohiko (voice),7
315465,68472,Kappei Yamaguchi,Teenage Jiromaru (voice),8
315465,1054260,Haru Kuroki,Young Ichirohiko (voice),9
315465,225662,Momoka Ohno,Young Jiromaru (voice),10
315465,1254135,Sumire Morohoshi,Chico (voice),11
315465,127893,Keishi Nagatsuka,Kyuta's Father (voice),12
315465,27788,Kumiko Aso,Kyuta's Mother (voice),13
315465,551776,Masahiko Tsugawa,Lord (voice),14
75,514,Jack Nicholson,President Dale / Art Land,0
75,515,Glenn Close,Marsha Dale,1
75,516,Annette Bening,Barbara Land,2
75,517,Pierce Brosnan,Donald Kessler,3
75,518,Danny DeVito,Rude Gambler,4
75,519,Martin Short,Jerry Ross,5
75,520,Sarah Jessica Parker,Nathalie Lake,6
75,521,Michael J. Fox,Jason Stone,7
75,522,Rod Steiger,General Decker,8
75,523,Tom Jones,Tom Jones,9
75,526,Lukas Haas,Richie Norris,10
75,524,Natalie Portman,Taffy Dale,11
75,4774,Jim Brown,Byron Williams,12
75,4452,Lisa Marie,Martian Girl,13
75,528,Sylvia Sidney,Grandma Norris,14
75,1818,Paul Winfield,General Casey,15
75,2230,Pam Grier,Louise Williams,16
75,70851,Jack Black,Billy Glenn Norris,17
75,2393402,Janice Rivera,Cindy,18
75,98894,Ray J,Cedric,19
75,23681,Brandon Hammond,Neville,20
75,10671,Joe Don Baker,Glenn Norris,21
75,1912,O-Lan Jones,Sue Ann Norris,22
75,18979,Christina Applegate,Sharona,23
75,10138,Brian Haley,Mitch,24
75,43553,Jerzy Skolimowski,Dr. Zeigler,25
75,1224152,Timi Prulhiere,Tour Guide,26
75,23393,Barbet Schroeder,French President,27
75,3625860,Chi Hoang Cai,Mr. Lee,28
75,1786577,Tommy Bush,Hillbilly,29
75,20626,Joseph Maher,Decorator,30
75,2777182,Gloria M. Malgarini,Nun #1,31
75,1721955,Betty Bunch,Nun #2,32
75,3625863,Gloria Hoffmann,Nun #3,33
75,1542,Willie Garson,Corporate Guy,34
75,9285,John Roselius,GNN Boss,35
75,108774,Michael Reilly Burke,GNN Reporter #1,36
75,47884,Valerie Wildman,GNN Reporter #2,37
75,2340595,Richard Irving,GNN Reporter #3,38
75,157621,Jonathan Emerson,Newscaster,39
75,82746,Tamara 'Gingir' Curry,Hooker #1,40
75,1385917,Rebecca Broussard,Hooker #2,41
75,100592,Vinny Argiro,Casino Manager,42
75,78311,Steve Valentine,TV Director,43
75,1733285,Coco Leigh,Female Journalist,44
75,156830,Jeffrey King,NASA Tech,45
75,16427,Enrique Castillo,Hispanic Colonel,46
75,3625867,Don LaMoth,Colonel #2,47
75,2695459,C. Wayne Owens,Stranger #1,48
75,1583720,Joseph Moynihan,Stranger #2,49
75,3625869,Roger Peterson,Colonel,50
75,40351,John Finnegan,Speaker of the House,51
75,3625870,Ed Lambert,Morose Old Guy,52
75,3625871,John Gray,Incredibly Old Guy,53
75,66653,Gregg Daniel,Lab Technician,54
75,97944,J. Kenneth Campbell,Doctor #1,55
75,153996,Jeanne Mori,Doctor #2,56
75,22250,Rance Howard,Texan Investor,57
75,149507,Richard Assad,Saudi Investor,58
75,3625873,Velletta Carlson,Elderly Woman Playing Slots,59
75,37832,Kevin Mangan,Trailer Lover,60
75,974649,Rebeca Silva,Hispanic Woman,61
75,164270,Josh Philip Weinstein,Hippie,62
75,1379395,Julian Barnes,White House Waiter,63
75,3228896,Ken Thomas,White House Photographer,64
75,3625878,Darelle Porter Holden,Tom Jones Backup Singer,65
75,3625879,Christi Black,Tom Jones Backup Singer,66
75,3625880,Sharon Hendrix,Tom Jones Backup Singer,67
75,15831,Frank Welker,Various Martians (voice),68
75,4603862,Heidi Miller,Extra (uncredited),69
321612,10990,Emma Watson,Belle,0
321612,221018,Dan Stevens,Beast,1
321612,114019,Luke Evans,Gaston,2
321612,8945,Kevin Kline,Maurice,3
321612,7056,Emma Thompson,Mrs. Potts,4
321612,3061,Ewan McGregor,Lumière,5
321612,54415,Josh Gad,LeFou,6
321612,56103,Hattie Morahan,Agathe / Enchantress,7
321612,134698,Haydn Gwynne,Clothilde,8
321612,56101,Gerard Horan,Jean the Potter,9
321612,56650,Ray Fearon,Père Robert,10
321612,1327,Ian McKellen,Cogsworth,11
321612,1681702,Nathan Mack,Chip,12
321612,187565,Audra McDonald,Madame Garderobe,13
321612,2283,Stanley Tucci,Maestro Cadenza,14
321612,1216606,Gugu Mbatha-Raw,Plumette,15
321612,1230432,Clive Rowe,Cuisinier,16
321612,1797524,Thomas Padden,Chapeau,17
321612,58579,Rita Davies,Old Woman,18
321612,1821165,D.J. Bailey,Vagrant,19
321612,383624,Adrian Schiller,Monsieur D'Arque,20
321612,1681703,Harriet Jones,Queen,21
321612,2121157,Adam Mitchell,Young Prince,22
321612,1593293,Tom Turner,King,23
321612,56098,Michael Jibson,Tavern Keeper,24
321612,1647688,Zoe Rainey,Belle's Mother,25
321612,1779093,Daisy Duczmal,Baby Belle,26
321612,1028292,Jolyon Coy,Young Maurice,27
321612,96893,Jimmy Johnston,Tom,28
321612,1803614,Dean Street,Dick,29
321612,1803613,Alexis Loizon,Stanley,30
321612,1616347,Sophie Reid,Village Lass,31
321612,1797522,Rafaëlle Cohen,Village Lass,32
321612,1797523,Carla Nella,Village Lass,33
321612,1803607,Obioma Ugoala,Flirtatious Farmer,34
321612,1278497,Lynne Wilmot,Barmaid,35
321612,1742654,Jane Fowler,Pretty Female Fishmonger,36
321612,1803591,Alison Harding,Head Washer,37
321612,1803589,Chris Andrew Mellon,Nasty Headmaster,38
321612,1803586,Jemma Alexander,Housewife,39
321612,1803585,Sandy Strallen,Cobbler,40
321612,1803584,Dale Branston,Baker,41
321612,1803579,Daniel Ioannou,Barber,42
321612,140577,Peter Challis,Butcher,43
321612,1803576,Wendy Baldock,Washer Woman,44
321612,138158,Norma Atallah,Washer Woman,45
321612,1803572,Leo Andrew,Apothecary,46
321612,1803568,Steven Butler,Cheese Maker,47
321612,1803564,Sharon Gomez,Cheese Maker,48
321612,1803563,Jacqui Jameson,Cheese Maker,49
321612,1803562,Vivien Parry,Village Lass's Mother,50
321612,1652911,Simone Sault,Wood Carrier,51
321612,1803125,Beth Willetts,Jam Seller,52
321612,1803124,Mandy Montanez,Bread Buyer,53
321612,1803123,Tom Oakley,Fishmonger,54
321612,1803122,William Bozier,Stable Boy,55
321612,1803121,Jak Allen-Anderson,Apothecary's Patient,56
321612,1803120,Phil Grannel,Fiddler,57
321612,1803119,Freddie August,Fiddler,58
321612,1803118,Nicola Keen,Female Villager / Celebration Woman,59
321612,1803117,Ebony Molina,Female Villager / Celebration Woman,60
321612,1803116,Alison Jenkins,Female Villager / Celebration Woman,61
321612,1803115,Ellen O'Grady,Female Villager,62
321612,1803113,Dawn Buckland,Female Villager,63
321612,1803112,Rebecca Mckinnis,Female Villager,64
321612,1803111,Jody Hall,Male Villager,65
321612,1821232,Ben Fox,Male Villager,66
321612,1803105,Nathan Vaughan Harris,Male Villager,67
321612,1803104,Tim Stanley,Male Villager,68
321612,1803102,Ben Clare,Male Villager,69
321612,1803101,Marina Abdeen,Debutante,70
321612,1803100,Danielle Acors,Debutante,71
321612,1803098,Hayley Ainsley,Debutante,72
321612,1803097,Rhianne Alleyn,Debutante,73
321612,1803096,Gabby Antrobus,Debutante,74
321612,1803095,Sophie Atkins,Debutante,75
321612,1803091,Koko Basigara,Debutante,76
321612,1803090,Holly Bluett,Debutante,77
321612,1803088,Daisy Boyles,Debutante,78
321612,1803087,Ava Brennan,Debutante,79
321612,1775383,Sophia Brown,Debutante,80
321612,1803043,Sophie Carmen-Jones,Debutante,81
321612,1700995,Cassie Clare,Debutante,82
321612,1803026,Tanya Cumberland,Debutante,83
321612,1803024,Natalie Davis,Debutante,84
321612,1803022,Paige Drury-Lawrence,Debutante,85
321612,1502470,Stephanie Elstob,Debutante,86
321612,1803018,Cordelia Farnworth,Debutante,87
321612,1803017,Cj Field,Debutante,88
321612,1803015,Lily Frazer,Debutante,89
321612,1803014,Lucy Alexa Gilbert,Debutante,90
321612,1803010,Helen Gulstan,Debutante,91
321612,1803009,Selina Hamilton,Debutante,92
321612,1803006,Leah Hill,Debutante,93
321612,1802981,Abigayle Honeywill,Debutante,94
321612,1802980,Chelsea Inez,Debutante,95
321612,1802978,Blythe Jandoo,Debutante,96
321612,1802977,Shireen Jathoonia,Debutante,97
321612,1802972,Billie Kay-Piper,Debutante,98
321612,1802968,Hannah Kenna-Thomas,Debutante,99
321612,1802967,Ella Kora,Debutante,100
321612,1802964,Jennifer Leung,Debutante,101
321612,1802963,Emily Loumba,Debutante,102
321612,1802962,Cassie Macmillian,Debutante,103
321612,1802961,Fiona McDonald,Debutante,104
321612,1802960,Samira Mighty,Debutante,105
321612,1457238,Sonoya Mizuno,Debutante,106
321612,1802959,Anna Momcilovic,Debutante,107
321612,1802958,Nicola Mooi,Debutante,108
321612,1681701,Nicole O'Neill,Debutante,109
321612,1802947,Abiona Omonua,Debutante,110
321612,1802801,Jazz Peters,Debutante,111
321612,1802800,Courtney Pruce,Debutante,112
321612,1802799,Kayla Radam,Debutante,113
321612,1802798,Katie Singh,Debutante,114
321612,1802797,Lucy St. Louis,Debutante,115
321612,1802796,Ruth Steele,Debutante,116
321612,1802795,Jasmine Takacs,Debutante,117
321612,1802794,Naomi Weijand,Debutante,118
321612,1802792,Leah West,Debutante,119
321612,1294811,Skye Lucia Degruttola,Washer Girl,120
321612,1802267,Timia Julien-Box,Little Girl,121
321612,1802266,Adelaide Morgan,Little Girl,122
321612,1802261,Gemma Fray,Little Girl,123
321612,1664752,Lara Decaro,Little Girl,124
321612,1802247,Max Brophy,School Boy,125
321612,1740747,Samuel Brown,School Boy,126
321612,1802241,Daniel Daszek-Green,School Boy,127
321612,1802237,Freddie Hunter,School Boy,128
321612,1802234,Joey Brown,School Boy,129
321612,1802228,Tom Burgering,School Boy,130
321612,2134549,Nate Leung,School Boy,131
321612,1802226,Kai Gordon,School Boy,132
321612,1802220,Oscar Francisco,School Boy,133
321612,1802216,Harry Marcus,School Boy,134
321612,1795523,Johanna Smitz,Village Woman (uncredited),135
321612,1364036,Rudi Goodman,Young Prince in Portrait (uncredited),136
321612,1795538,Isobel Hamilton,Fishmonger Villagewoman (uncredited),137
321612,2860850,Karl Farrer,Villager (uncredited),138
14411,287,Brad Pitt,Sinbad (voice),0
14411,1922,Catherine Zeta-Jones,Marina (voice),1
14411,1160,Michelle Pfeiffer,Eris (voice),2
14411,12763,Joseph Fiennes,Proteus (voice),3
14411,352,Dennis Haysbert,Kale (voice),4
14411,35257,Timothy West,Dymas (voice),5
14411,73475,Adriano Giannini,Rat (voice),6
14411,12099,Raman Hui Shing-Ngai,Jin (voice),7
14411,1335620,Chung Chan,Li (voice),8
14411,12077,Jim Cummings,Luca / Additional Voices (voice),9
14411,12080,Conrad Vernon,Jed (voice),10
14411,1335621,Andrew Birch,Grum / Chum (voice),11
14411,12098,Chris Miller,Tower Guard (voice),12
14411,15831,Frank Welker,Spike (voice) (uncredited),13
426063,1459885,Lily-Rose Depp,Ellen Hutter,0
426063,3292,Nicholas Hoult,Thomas Hutter,1
426063,137905,Bill Skarsgård,Count Orlok,2
426063,27428,Aaron Taylor-Johnson,Friedrich Harding,3
426063,5293,Willem Dafoe,Prof. Albin Eberhart von Franz,4
426063,2324569,Emma Corrin,Anna Harding,5
426063,202032,Ralph Ineson,Dr. Wilhelm Sievers,6
426063,16358,Simon McBurney,Herr Knock,7
426063,3642574,Adéla Hesová,Clara,8
426063,3834146,Milena Konstantinova,Louise,9
426063,1673490,Stacy Thunes,Head Nurse,10
426063,545294,Gregory Gudgeon,Hartmann,11
426063,25670,Robert Russell,First Clerk,12
426063,25732,Curtis Matthew,Second Clerk,13
426063,31639,Claudiu Trandafir,Innkeeper,14
426063,5114335,Gherghina Bereghianu,Innkeeper's Mother-in-Law,15
426063,1781403,Jordan Haj,Vampire Hunter,16
426063,5114338,Kateřina Bílá,Virgin on Horseback,17
426063,5154601,Maria Ion,Old Roma Woman,18
426063,1823411,Tereza Dušková,Orthodox Novice,19
426063,5154604,Liana Navrot,Orthodox Schema Nun,20
426063,1048505,Mihai Verbintschi,Orthodox Priest,21
426063,231246,Karel Dobrý,Captain Yusou,22
426063,5154610,Andrei Sergeev,First Mate,23
426063,2279637,Matěj Beneš,Vomiting Sailor,24
426063,1397131,Marek Pospíchal,First Deck Hand,25
426063,137332,Jan Filipenský,Second Deck Hand,26
426063,5154615,Alex East,Sailor,27
426063,1297392,Christian Dunckley Clark,Hospital Orderly / Raving Maniac,28
426063,183729,Andrea Miltner,Hospital Nurse,29
426063,3924846,Robin Finesilver,Hospital Porter,30
426063,4120723,Paul Maynard,Dockhand,31
426063,5154621,Charles Horne,Drunkhard,32
426063,3852488,Ella Bernstein,Clara (voice),33
426063,5154622,Meredith Digings,Louise (voice),34
159824,19292,Adam Sandler,Dracula (voice),0
159824,62861,Andy Samberg,Johnny Loughran (voice),1
159824,77948,Selena Gomez,Mavis Dracula (voice),2
159824,32895,Kevin James,Frankenstein (voice),3
159824,884,Steve Buscemi,Wayne (voice),4
159824,60950,David Spade,Griffin (voice),5
159824,298410,Keegan-Michael Key,Murray (voice),6
159824,1523670,Asher Blinkoff,Dennis (voice),7
159824,53122,Fran Drescher,Eunice (voice),8
159824,28640,Molly Shannon,Wanda (voice),9
159824,52119,Megan Mullally,Linda (voice),10
159824,17039,Nick Offerman,Mike (voice),11
159824,56159,Dana Carvey,Dana (voice),12
159824,71403,Rob Riggle,Bela (voice),13
159824,14639,Mel Brooks,Vlad (voice),14
159824,1526129,Jonny Solomon,Blobby (voice),15
159824,58317,Chris Kattan,Kakie (voice),16
159824,1202534,Sadie Sandler,Winnie (voice),17
159824,1271681,Sunny Sandler,Baby Dennis (voice),18
159824,16165,Jon Lovitz,The Phantom of the Opera (voice),19
159824,53684,Robert Smigel,Marty (voice),20
159824,31507,Rose Abdoo,Ticket Agent (voice),21
159824,6735,Luenell,Shrunken Heads (voice),22
159824,60961,Jared Sandler,Tourist Driver (voice),23
159824,587697,Melissa Sturm,Jogger #1 / Tourist Passenger / Caren (voice),24
159824,1789700,Jennifer Lyter,Jogger #2 (voice),25
159824,1529934,Paul Brittain,Pandragora (voice),26
159824,32907,Nick Swardson,Kelsey (voice),27
159824,51382,Chris Parnell,Fly (voice),28
159824,1233181,Doug Dale,Kal (voice),29
159824,2555483,Ethan Smigel,Troy (voice),30
159824,2555482,Roey Smigel,Yoga Monster Kid (voice),31
159824,20818,Allen Covert,Candle Cake Monster (voice),32
159824,1340664,Ava Acres,Additional Voices (voice),33
159824,1253350,Cole Sand,Additional Voices (voice),34
159824,1340665,Stephen Apostolina,Additional Voices (voice),35
159824,1386148,Brian T. Delaney,Additional Voices (voice),36
159824,1281304,Aaron LaPlante,Additional Voices (voice),37
159824,571562,Steve Blum,Additional Voices (voice),38
159824,33483,Melendy Britt,Additional Voices (voice),39
159824,60232,David Cowgill,Additional Voices (voice),40
159824,1148415,Jessica Gee-George,Additional Voices (voice),41
159824,1248445,Grant George,Additional Voices (voice),42
159824,36821,Nicholas Guest,Additional Voices (voice),43
159824,2204522,Todd Haberkorn,Additional Voices (voice),44
159824,84495,Jess Harnell,Additional Voices (voice),45
159824,173428,Bridget Hoffman,Additional Voices (voice),46
159824,571309,Lex Lang,Additional Voices (voice),47
159824,111466,Mona Marshall,Additional Voices (voice),48
159824,2204531,Joseph Sanfelippo,Additional Voices (voice),49
159824,81382,Kirk Thornton,Additional Voices (voice),50
159824,94022,Matthew Wolf,Additional Voices (voice),51
159824,1207488,Eva Bella,Additional Voices (voice),52
159824,2026275,Jaeden Bettencourt,Additional Voices (voice),53
159824,1664570,Mia Sinclair Jenness,Additional Voices (voice),54
159824,1849536,Logan Kishi,Additional Voices (voice),55
159824,1937563,Megan Richie,Additional Voices (voice),56
159824,1438315,Andre Robinson,Additional Voices (voice),57
159824,1340684,Carter Sand,Additional Voices (voice),58
159824,1366288,Gunnar Sizemore,Additional Voices (voice),59
159824,60279,Fred Tatasciore,Additional Voices (voice),60
159824,116315,Kari Wahlgren,Additional Voices (voice),61
159824,86170,Audrey Wasilewski,Additional Voices (voice),62
159824,83105,Debra Wilson,Additional Voices (voice),63
159824,1218308,Jim Wise,Additional Voices (voice),64
159824,110884,Michael-Leon Wooley,Additional Voices (voice),65
159824,64451,Lynnanne Zager,Additional Voices (voice),66
159824,58477,Jonathan Loughran,Cop (voice) (uncredited),67
159824,1202531,Julia Lea Wolov,Kelsey (voice) (uncredited),68
81,613,Sumi Shimamoto,Nausicaä (voice),0
81,617,Ichiro Nagai,Mito (voice),1
81,616,Gorō Naya,Yupa (voice),2
81,622,Yoji Matsuda,Asbel (voice),3
81,624,Yoshiko Sakakibara,Kushana (voice),4
81,625,Iemasa Kayumi,Kurotowa (voice),5
81,615,Hisako Kyoda,Obaba (voice),6
81,614,Mahito Tsujimura,Jihl (voice),7
81,623,Mina Tominaga,Lastel (voice),8
81,618,Kohei Miyauchi,Gol (voice),9
81,619,Joji Yanami,Gikkuri (voice),10
81,620,Minoru Yada,Niga (voice),11
81,621,Rihoko Yoshida,Teto / Girl C (voice),12
81,626,Tetsuo Mizutori,Commando (voice),13
81,1243597,Masako Sugaya,Girl A (voice),14
81,1241776,Takako Sasuga,Girl B (voice),15
81,55664,Chika Sakamoto,Boy A (voice),16
81,100127,TARAKO,Boy B (voice),17
81,217144,Mugihito,Mayor of Pejite (voice),18
81,1241584,Akiko Tsuboi,Lastel's Mother (voice),19
81,1247301,Takeki Nakamura,Pejite Citizen (voice),20
81,1353440,Takako Ota,Pejite Girl (voice),21
81,115790,Bin Shimada,Tolmekian Soldier (voice),22
81,555155,Shinji Nomura,Tolmekian Soldier (voice),23
81,2026872,Hisako Ayuhara,Boy (voice),24
81,552683,Hochu Otsuka,Tolmekian Soldier (voice),25
430162,17287,Dominic West,Wolf (voice),0
430162,97576,Gemma Chan,Snow White (voice),1
430162,1223793,Rose Leslie,Red Riding Hood (voice),2
430162,120931,Tamsin Greig,Grandma (voice),3
430162,216425,Bertie Carvel,Prince / Mirror / Huntsman / Dwarf (voice),4
430162,47632,Rob Brydon,Short Sister (Voice),5
430162,1968361,Amelie Forester-Evans,Girl (Voice),6
430162,239020,Isaac Hempstead Wright,Jack (Voice),7
430162,1968362,Dylan Issberner,Boy (Voice),8
430162,1201716,Bel Powley,Cinderella (Voice),9
430162,80536,David Walliams,Tall Sister / Jack's Mother (Voice),10
430162,47632,Rob Brydon,Short Sister / King / Rolf / Banker Pig (voice),11
430162,1968364,Eden Muckle,Young Snow White (voice),12
430162,1968366,Dolly Heavey,Young Red Riding Hood (voice),13
10323,64825,Harry Hamlin,Perseus,0
10323,26256,Judi Bowker,Andromeda,1
10323,16523,Burgess Meredith,Ammon,2
10323,10978,Maggie Smith,Thetis,3
10323,9871,Ursula Andress,Aphrodite,4
10323,29545,Claire Bloom,Hera,5
10323,12522,Siân Phillips,Cassiopeia,6
10323,30126,Flora Robson,A Stygian Witch,7
10323,3359,Laurence Olivier,Zeus,8
10323,11276,Tim Pigott-Smith,Thallo,9
10323,2601,Neil McCarthy,Calibos,10
10323,87415,Susan Fleetwood,Athena,11
10323,975564,Anna Manahan,A Stygian Witch,12
10323,39002,Freda Jackson,A Stygian Witch,13
10323,13331,Jack Gwillim,Poseidon,14
10323,10942,Pat Roach,Hephaestus,15
10323,38358,Donald Houston,Acrisius,16
10323,955663,Vida Taylor,Danae,17
10323,121112,Harry Jones,Huntsman,18
10323,114645,Ferdinando Poggi,Guard Killed by Scorpion (uncredited),19
245842,517,Pierce Brosnan,King Louis XIV,0
245842,115150,Kaya Scodelario,Marie-Josephe D'Alember,1
245842,239996,Benjamin Walker,Yves De La Croix,2
245842,227,William Hurt,Pere La Chaise,3
245842,5823,Julie Andrews,Narrator,4
245842,64439,Fan Bingbing,Mermaid,5
245842,59254,Pablo Schreiber,Dr. Labarthe,6
245842,1173230,Ben Lloyd-Hughes,Jean-Michel Lintillac,7
245842,3052,Rachel Griffiths,Abbess,8
245842,1359547,Paul Ireland,Benoit,9
245842,1371518,Crystal Clarke,Magali,10
245842,1357022,Kaya Blocksage,Duchesse de Fontages,11
245842,1371520,Kasia Kaczmarek,Sister Constance,12
245842,584338,Tom Morton,First Musketeer,13
245842,297771,Tiffany Hofstetter,Mother,14
245842,1536170,Jessica Clarke,Madam Devereaux,15
245842,1057209,Virginia Bowers,Marie-Josephe's Mother,16
245842,1675004,Marc de Panda,Intendant of the King,17
245842,3393032,Jorja Lindsay,Ella,18
245842,2533633,Diane Duquesne,Courtisane,19
245842,1715692,Jean-Baptiste Sagory,Nobleman 2,20
245842,75039,Crispin Freeman,Musketeer #6,21
460885,2963,Nicolas Cage,Red Miller,0
460885,127558,Andrea Riseborough,Mandy Bloom,1
460885,3900,Linus Roache,Jeremiah Sand,2
460885,63362,Ned Dennehy,Brother Swan,3
460885,933272,Olwen Fouéré,Mother Marlene,4
460885,3901,Richard Brake,The Chemist,5
460885,1103,Bill Duke,Caruthers,6
460885,1431545,Line Pillet,Sister Lucy,7
460885,1969627,Clément Baronnet,Brother Klopek,8
460885,1861146,Alexis Julemont,Brother Hanker,9
460885,1080636,Ivailo Dimitrov,Skratch,10
460885,1932251,Hayley Saywell,Sis,11
460885,2128272,Stephan Fraser,Brother Lewis,12
460885,2128273,Kalin Kerin,Scabs,13
460885,2128274,Tamás Hagyuó,Fuck Pig,14
460885,2167501,Paul Painter,Announcer / Cheddar Goblin (voice),15
460885,2191406,Zeva DuVall,Cheddar Goblin Girl (uncredited),16
2134,8229,Rod Taylor,H. George Wells,0
2134,21874,Alan Young,David Filby / James Filby,1
2134,21876,Yvette Mimieux,Weena,2
2134,21877,Sebastian Cabot,Dr. Philip Hilyer,3
2134,5731,Tom Helmore,Anthony Bridewell,4
2134,13786,Whit Bissell,Walter Kemp,5
2134,21878,Doris Lloyd,Mrs. Watchett,6
2134,2455851,Bob Barran,Eloi Man (uncredited),7
2134,16417,Paul Frees,Talking Rings (voice) (uncredited),8
2137,21908,Aaron Kwok,Striding Cloud,0
2137,21909,Ekin Cheng Yee-Kin,Whispering Wind,1
2137,2537,Sonny Chiba,Lord Conqueror,2
2137,21910,Kristy Yang Rongru,Charity,3
2137,21911,Shu Qi,Chu Chu,4
2137,66717,Anthony Wong Chau-Sang,Sword Saint,5
2137,21914,Alex Fong Chung-Sun,Whispering Prince,6
2137,21912,Michael Tse Tin-Wah,Frost,7
2137,111298,Lawrence Cheng Tan-Shui,Jester,8
2137,123654,Wayne Lai Yiu-Cheung,Mud Buddha,9
2137,225436,Jason Chu Wing-Tong,Ming,10
2137,92833,Vincent Wan Yeung-Ming,Summit Yu,11
2137,12466,Roy Cheung Yiu-Yeung,Shaolin Monk,12
2137,120725,Yu Rongguang,Striding Sky,13
2137,83689,Christine Ng Wing-Mei,Ying,14
2137,76811,Xu Jinglei,Phoenix,15
2137,83631,Elvis Tsui Kam-Kong,Seedy Sword,16
2137,65943,Frankie Ng Chi-Hung,Master Fong,17
2137,122816,Lee Siu-Kay,Dragon,18
2137,236116,Dion Lam,Bat,19
2137,1340353,Lee Tat-Chiu,Hawk,20
2137,1277941,Rocky Lai Keung-Ken,Wedding Guest,21
2137,4994182,Cheung Yu-Tung,Young Striding Cloud,22
2137,2226873,Tse Tsz-Fung,Young Whispering Wind,23
2137,1624725,Maggie Wong Mei-Kei,Young Charity,24
2137,4994185,Au-Yeung Shung-Lap,Young Storm,25
2137,4994188,Law Sai-Ping,Old Woodcutter,26
