movie_id,genre_id
778855,12
778855,35
778855,10751
778855,14
41216,16
41216,12
41216,10751
41216,14
526051,27
526051,53
526051,14
20481,27
20481,14
606234,878
606234,18
606234,14
606234,53
32985,12
32985,14
32985,28
653,27
653,14
347031,35
347031,18
347031,10749
347031,14
347031,12
10837,12
10837,16
10837,10751
10837,35
10837,14
449563,35
449563,14
449563,10749
2134,53
2134,12
2134,14
2134,878
2134,10749
11708,10751
11708,12
11708,14
11708,35
1527163,35
1527163,10749
1527163,14
9294,18
9294,10749
9294,14
831405,16
831405,878
831405,14
831405,28
10013,35
10013,18
10013,14
62764,12
62764,35
62764,10751
62764,14
10730,12
10730,14
10730,27
495925,16
495925,12
495925,14
495925,878
495925,35
495925,10751
991,878
991,18
991,14
621870,28
621870,12
621870,35
621870,14
3591,12
3591,14
358364,14
358364,18
358364,53
358364,80
2698,14
2698,35
2698,10751
592831,878
592831,18
592831,14
1374686,16
1374686,14
1374686,18
1374686,10402
12159,18
12159,14
12159,10749
421892,16
421892,10751
421892,35
421892,14
421892,12
354251,14
354251,53
354251,27
354251,878
11551,35
11551,12
11551,14
11551,878
11551,28
57165,14
57165,12
57165,28
430447,16
430447,12
430447,10751
430447,14
1241894,14
1241894,10751
527400,14
527400,12
1338799,16
1338799,28
1338799,14
123,12
123,16
123,14
801688,18
801688,28
801688,14
801688,878
11395,14
11395,18
11395,35
11395,10751
10510,14
10510,18
10510,10751
532067,16
532067,12
532067,35
532067,14
337703,16
337703,18
337703,14
337703,10751
663558,16
663558,14
663558,28
41513,16
41513,10751
41513,12
41513,35
41513,14
736790,12
736790,14
736790,10751
4923,14
4923,28
4923,53
4923,878
2486,14
2486,28
2486,12
2486,10751
1181107,16
1181107,10751
1181107,14
1181107,18
1181107,12
1214140,27
1214140,14
1214140,28
1214140,53
173,12
173,878
173,14
10228,16
10228,10751
10228,12
10228,14
10228,28
1996,12
1996,28
1996,14
9822,12
9822,10751
9822,28
9822,14
785457,14
785457,35
785457,18
11236,18
11236,10751
11236,14
265712,16
265712,12
265712,878
265712,18
265712,10751
265712,14
428399,27
428399,14
428399,18
1494,28
1494,18
1494,14
490,14
490,18
431819,16
431819,10749
431819,14
431819,18
10323,12
10323,14
10323,28
603768,12
603768,18
603768,14
445030,12
445030,16
445030,18
445030,14
445030,10749
666750,14
666750,28
666750,12
346672,14
346672,28
346672,53
346672,878
346672,27
5680,35
5680,14
5680,27
162072,16
162072,12
162072,10751
162072,878
162072,35
162072,14
41498,16
41498,14
41498,12
1851,878
1851,14
1851,12
1851,10770
1064307,16
1064307,12
1064307,14
1064307,35
765,27
765,35
765,14
413594,16
413594,28
413594,12
413594,14
413594,878
33521,27
33521,10749
33521,14
33521,18
354279,16
354279,12
354279,35
354279,10751
354279,14
354279,10402
354279,10749
103332,35
103332,10749
103332,14
103332,18
454294,28
454294,12
454294,14
454294,10751
16633,18
16633,14
16633,10749
1139087,16
1139087,10751
1139087,14
1139087,18
1139087,35
25132,10751
25132,14
25132,35
25132,12
25132,878
476292,16
476292,14
476292,18
843543,35
843543,10749
843543,878
843543,14
110420,16
110420,10751
110420,18
110420,14
405882,28
405882,14
405882,27
314,28
314,14
314,80
1007401,16
1007401,28
1007401,14
1007401,12
55301,35
55301,14
55301,10751
55301,10402
55301,16
10096,35
10096,14
10096,10749
137227,16
137227,12
137227,10751
137227,878
137227,14
137227,35
2312,12
2312,14
2312,28
2312,18
9986,35
9986,10751
9986,14
7980,14
7980,18
401689,12
401689,14
401689,28
407655,35
407655,10751
407655,14
407655,10402
14822,12
14822,14
14822,878
14822,10751
15767,28
15767,12
15767,878
15767,14
15767,53
178682,10751
178682,35
178682,10770
178682,14
9760,35
9760,12
9760,14
487670,878
487670,16
487670,28
487670,18
487670,14
2619,35
2619,10749
2619,14
470610,10749
470610,18
470610,14
73245,28
73245,16
73245,14
73245,12
118406,16
118406,14
118406,28
199753,16
199753,35
199753,10751
199753,14
816904,16
816904,12
816904,14
816904,10751
29826,10751
29826,14
29826,16
29826,27
14069,14
14069,16
14069,18
14069,878
20378,16
20378,35
20378,10751
20378,14
522417,28
522417,12
522417,14
11342,27
11342,14
11342,28
17445,28
17445,12
17445,14
17445,16
17445,878
14207,12
14207,28
14207,14
639721,16
639721,10751
639721,35
639721,14
639721,12
433941,35
433941,12
433941,27
433941,14
350499,10751
350499,12
350499,16
350499,28
350499,14
1315772,16
1315772,10751
1315772,35
1315772,12
1315772,14
523366,16
523366,10751
523366,12
523366,14
47533,9648
47533,14
47533,35
47533,12
984105,27
984105,14
26515,14
26515,27
893345,12
893345,10751
893345,14
360605,14
360605,12
360605,35
360605,10770
397837,18
397837,14
51482,10770
51482,80
51482,18
51482,14
51482,53
51482,16
13225,10751
13225,14
13225,16
13225,12
626412,28
626412,14
626412,12
626412,878
575222,16
575222,12
575222,35
575222,878
575222,14
575222,10751
46528,12
46528,14
46528,28
46528,37
46528,53
400650,14
400650,10751
400650,35
13285,16
13285,10751
13285,12
13285,14
795607,16
795607,14
795607,28
795607,12
1146348,16
1146348,10751
1146348,9648
1146348,14
1146348,35
928480,12
928480,14
928480,9648
928480,27
30421,14
30421,28
8054,12
8054,14
8054,9648
671583,14
671583,10751
671583,10770
487242,878
487242,28
487242,16
487242,14
483980,14
483980,35
483980,10749
483980,10770
1087822,14
1087822,27
1087822,28
35019,35
35019,14
35019,10751
6552,35
6552,27
6552,14
6552,10749
12665,18
12665,14
203739,35
203739,28
203739,14
9906,14
9906,12
9906,16
9906,35
9906,10751
109491,14
109491,18
109491,10749
15849,27
15849,14
14282,14
14282,16
14282,28
17165,28
17165,16
17165,14
17165,18
27327,35
27327,27
27327,14
34067,10751
34067,12
34067,16
34067,14
34067,28
34067,878
922,18
922,14
922,37
9823,28
9823,14
9823,878
8965,14
8965,16
8965,878
8965,10751
8965,28
621876,10751
621876,12
621876,35
621876,14
42384,35
42384,14
42384,18
33821,12
33821,18
33821,14
98613,16
98613,14
98613,12
98613,10751
98613,878
9463,16
9463,14
9463,27
1235431,18
1235431,10402
1235431,14
487672,878
487672,16
487672,28
487672,14
487672,18
106164,16
106164,878
106164,28
106164,10751
106164,12
106164,14
323027,28
323027,16
323027,14
323027,12
323027,878
10588,10751
10588,35
10588,12
10588,14
28162,10749
28162,14
28162,18
28162,35
