movie_id,genre_id
11188,28
11188,12
11188,14
11188,10770
1263421,16
1263421,28
1263421,14
9406,27
9406,35
9406,14
1114967,35
1114967,14
76285,12
76285,10751
76285,14
79707,16
79707,12
79707,14
79707,10751
761563,27
761563,18
761563,14
15359,28
15359,12
15359,16
15359,14
15359,878
136686,12
136686,16
136686,10751
136686,35
136686,878
136686,14
11352,10749
11352,14
11352,18
19585,10751
19585,14
19585,28
19585,12
19585,35
423949,14
423949,18
423949,35
42994,14
42994,16
42994,878
11253,14
11253,28
13465,27
13465,14
13465,16
13465,10751
7278,35
7278,14
763873,10751
763873,35
763873,14
763873,10770
10215,35
10215,18
10215,14
10215,10749
58244,10749
58244,878
58244,18
58244,14
339967,18
339967,14
339967,878
28148,28
28148,14
28148,27
28148,53
57737,16
57737,10751
57737,14
196254,16
196254,10751
196254,14
459003,16
459003,12
459003,10751
459003,14
13509,35
13509,28
13509,14
71864,14
71864,18
71864,35
71864,10751
11533,12
11533,10751
11533,14
11687,14
11687,35
3064,14
3064,35
3064,10749
1024,18
1024,14
624963,10751
624963,14
624963,12
624963,35
36685,35
36685,878
36685,14
36685,27
9667,18
9667,9648
9667,878
9667,53
9667,14
13688,35
13688,18
13688,10751
13688,14
13688,878
9824,12
9824,14
9824,28
9824,35
9824,878
15257,16
15257,28
15257,878
15257,12
15257,14
10336,28
10336,12
10336,14
10336,27
10336,878
10336,53
12797,35
12797,10749
12797,18
12797,14
37725,35
37725,14
37725,10749
26736,10751
26736,10770
26736,12
26736,35
26736,14
26736,28
26736,18
46261,14
46261,27
46261,53
12600,12
12600,14
12600,16
12600,878
12600,10751
14136,35
14136,10751
14136,14
698840,18
698840,14
698840,10749
462650,10751
462650,14
462650,16
462650,35
462650,12
923939,35
923939,14
923939,18
37958,14
37958,28
37958,18
72358,18
72358,35
72358,14
21683,14
21683,16
21683,12
21683,80
21683,28
21683,18
16962,16
16962,10751
16962,14
16962,10749
15916,16
15916,14
15916,9648
347201,12
347201,28
347201,16
347201,35
347201,14
936061,10751
936061,35
936061,14
936061,10770
18198,16
18198,14
18198,10751
9021,14
9021,35
9021,10751
489326,28
489326,14
489326,53
11704,10751
11704,16
11704,14
11704,12
11704,9648
11704,18
11704,878
364220,18
364220,14
364220,27
52795,10751
52795,12
52795,16
52795,878
52795,14
543583,16
543583,12
543583,10751
543583,14
136241,16
136241,12
136241,10751
136241,14
136241,878
645757,16
645757,35
645757,10751
645757,14
645757,12
382190,10751
382190,12
382190,16
382190,14
382190,878
9070,28
9070,12
9070,878
9070,14
7840,12
7840,28
7840,18
7840,14
9722,35
9722,14
9722,10749
18283,10402
18283,14
18283,10749
610892,18
610892,14
610892,16
2395,14
2395,12
2395,35
2395,10751
88625,16
88625,12
88625,10751
88625,14
88625,878
28370,35
28370,14
28370,10749
28370,878
9889,35
9889,10749
9889,14
9889,18
1832,14
1832,35
1832,12
845222,18
845222,14
845222,53
113082,16
113082,28
113082,12
113082,14
113082,18
113082,27
34560,12
34560,35
34560,10751
34560,14
34560,10770
48624,16
48624,28
48624,27
48624,14
16174,12
16174,10751
16174,14
16174,878
16174,10770
15138,12
15138,14
15138,35
15138,10751
420808,10751
420808,14
420808,28
420808,12
20982,16
20982,28
20982,14
13394,12
13394,16
13394,35
13394,14
13394,10751
486589,16
486589,14
486589,10751
486589,35
486589,10749
486589,12
3587,14
3587,35
3587,10751
20421,35
20421,10751
20421,16
20421,14
20421,10402
1483,14
1483,27
34205,12
34205,10751
34205,14
34205,10770
302429,10402
302429,16
302429,10751
302429,14
173122,27
173122,14
173122,18
433310,35
433310,10749
433310,14
451644,14
451644,12
30074,10751
30074,16
30074,35
30074,14
30074,10402
30074,9648
324963,16
324963,10751
324963,14
177888,10751
177888,10402
177888,10770
177888,35
177888,14
161704,16
161704,12
161704,10751
161704,14
161704,878
647,16
647,28
647,12
647,14
647,878
59981,16
59981,10751
59981,14
424781,14
424781,878
424781,35
9100,27
9100,18
9100,14
184004,10751
184004,16
184004,12
184004,14
184004,878
560052,16
560052,12
560052,10751
560052,14
560052,35
76589,28
76589,16
76589,878
76589,14
928833,16
928833,10751
928833,10770
928833,12
928833,35
928833,14
161715,16
161715,10751
161715,12
161715,35
161715,14
161715,878
34065,10751
34065,12
34065,16
34065,14
1730,27
1730,53
1730,9648
1730,18
1730,14
23082,35
23082,14
23082,10749
89473,16
89473,10751
89473,35
89473,14
32644,14
32644,35
32644,10749
1086747,14
1086747,27
1086747,9648
13188,14
13188,18
39345,10751
39345,14
39345,35
39345,10770
834404,16
834404,35
834404,10751
834404,14
834404,878
37933,16
37933,14
37933,12
438747,12
438747,16
438747,35
438747,10751
438747,14
438747,10770
301804,18
301804,14
301804,27
301804,53
21356,12
21356,16
21356,14
13768,18
13768,10751
13768,14
13768,10749
955644,16
955644,14
955644,12
955644,10751
442056,35
442056,16
442056,10751
442056,14
1405338,28
1405338,80
1405338,14
1405338,53
459159,10751
459159,14
459159,16
459159,35
27653,12
27653,14
27653,16
27653,9648
27653,10751
11243,12
11243,14
11243,16
11243,35
11243,10751
10210,14
10210,35
10210,10749
24795,35
24795,10751
24795,14
1148677,16
1148677,10751
1148677,14
1148677,10402
1148677,12
1148677,35
1148677,878
631132,16
631132,12
631132,28
631132,14
32916,16
32916,35
32916,10751
32916,9648
32916,14
11618,27
11618,53
11618,14
11618,9648
10849,14
10849,35
10849,10749
1130053,27
1130053,14
44154,28
44154,12
44154,14
144,18
144,14
144,10749
221732,28
221732,12
221732,14
728754,16
728754,12
728754,35
728754,878
728754,18
728754,10751
728754,14
34134,16
34134,10751
34134,14
8973,27
8973,14
8973,18
6917,27
6917,14
902,14
902,878
902,12
14248,16
14248,35
14248,10751
14248,14
14248,27
46169,18
46169,10751
46169,14
46169,10770
14411,10751
14411,16
14411,12
14411,14
14411,28
37618,14
37618,27
37618,878
119892,28
119892,12
119892,10751
119892,14
26505,12
26505,14
26505,16
26505,10751
3115,878
3115,28
3115,14
300168,12
300168,36
300168,28
300168,14
13836,12
13836,10751
13836,14
13836,878
13836,53
13836,28
21835,28
21835,12
21835,14
21835,35
21835,10749
571891,16
571891,12
571891,14
571891,28
571891,10751
10052,18
10052,53
10052,14
33320,18
33320,16
33320,10749
33320,14
18937,14
18937,16
18937,18
18937,10749
18937,10751
1303162,12
1303162,28
1303162,35
1303162,14
29911,14
29911,18
29911,9648
29911,10751
16127,10402
16127,35
16127,14
116322,16
116322,10751
116322,14
116322,27
162095,16
162095,12
162095,14
162095,878
162095,10751
1223178,16
1223178,18
1223178,35
1223178,14
1461519,10751
1461519,14
1461519,35
1461519,12
877004,10770
877004,14
877004,18
877004,10749
877004,35
19042,10749
19042,16
19042,10751
19042,12
19042,14
322240,14
322240,35
322240,10751
526050,35
526050,14
526050,10749
475215,16
475215,10751
475215,14
475215,12
475215,18
321068,28
321068,12
321068,14
11415,35
11415,27
11415,14
989730,16
989730,14
989730,9648
11232,10749
11232,35
11232,14
329996,10751
329996,14
329996,12
12994,18
12994,14
12994,9648
12994,53
16007,14
16007,9648
16007,53
38319,35
38319,14
38319,12
38319,28
38319,10749
454699,16
454699,10751
454699,14
454699,35
28609,16
28609,28
28609,14
10488,12
10488,35
10488,10751
10488,14
72331,28
72331,14
72331,27
2006,35
2006,14
2006,10749
575094,12
575094,14
575094,9648
23488,14
23488,18
23488,53
152044,53
152044,16
152044,14
6217,14
6217,27
576784,12
576784,14
367544,10749
367544,18
367544,14
367544,10770
70417,18
70417,14
70417,10749
70417,10770
170657,28
170657,14
170657,12
170657,35
14821,12
14821,14
14821,878
14821,10751
86184,12
86184,10751
86184,16
86184,14
86184,878
766,14
766,27
766,35
11548,10751
11548,35
11548,14
11548,878
11044,14
11044,35
11044,18
11044,10749
682254,16
682254,35
682254,10751
682254,9648
682254,12
682254,14
162092,10751
162092,16
162092,12
162092,878
162092,14
44587,28
44587,16
44587,14
44587,27
10214,14
10214,35
10214,10751
10214,12
454467,10751
454467,35
454467,14
40205,14
40205,18
40205,10751
105444,16
105444,10751
105444,12
105444,35
105444,14
105444,878
1680,878
1680,35
1680,12
1680,14
1680,28
39057,10751
39057,16
39057,12
39057,14
615666,10751
615666,12
615666,14
1367125,18
1367125,27
1367125,14
31352,16
31352,12
31352,14
31352,878
31352,10751
351460,80
351460,14
351460,27
26255,35
26255,10749
26255,14
10437,10402
10437,35
10437,10751
10437,14
10437,18
9947,28
9947,14
9947,12
446894,10751
446894,35
446894,12
446894,16
446894,14
789708,16
789708,12
789708,14
789708,10751
789708,10770
1003579,16
1003579,14
1003579,28
1003579,9648
18360,12
18360,14
18360,28
18360,35
18360,10751
536869,14
536869,35
536869,18
682153,16
682153,12
682153,10751
682153,14
682153,878
682153,35
627661,16
627661,12
627661,878
627661,14
627661,27
381890,35
381890,14
381890,10749
823482,35
823482,14
22259,28
22259,12
22259,16
22259,878
22259,14
506763,28
506763,14
506763,12
506763,9648
1028851,10751
1028851,14
1028851,10402
1028851,10749
1028851,16
1072890,28
1072890,14
18196,27
18196,9648
18196,14
1001865,16
1001865,10751
1001865,14
19576,28
19576,16
19576,12
19576,35
19576,14
230887,14
230887,18
230887,27
72984,10751
72984,14
201676,16
201676,35
201676,10751
201676,14
201676,10402
912598,16
912598,12
912598,878
912598,14
360780,28
360780,35
360780,14
370964,14
370964,10749
643215,10751
643215,35
643215,12
643215,14
429245,10749
429245,18
429245,14
11359,12
11359,10751
11359,14
20312,12
20312,14
20312,18
13647,12
13647,16
13647,28
13647,14
13647,878
36807,14
36807,18
36807,35
36807,878
13345,28
13345,12
13345,14
13345,35
13345,10749
555457,10751
555457,14
9564,10751
9564,12
9564,35
9564,14
10025,35
10025,18
10025,10751
10025,14
10025,10749
296271,27
296271,14
296271,878
296271,53
10185,27
10185,9648
10185,14
8850,14
8850,28
8850,80
403510,16
403510,35
403510,10751
403510,14
403510,12
714273,14
714273,878
714273,18
81684,12
81684,16
81684,10751
81684,14
81684,10770
1364904,35
1364904,18
1364904,14
25278,28
25278,12
25278,16
25278,35
25278,14
7091,35
7091,27
7091,80
7091,14
708352,10751
708352,16
708352,14
2137,14
2137,28
2137,12
2137,18
390634,16
390634,28
390634,14
390634,18
390634,10749
16220,16
16220,14
16220,878
40092,35
40092,14
40092,10749
15301,27
15301,14
15301,878
968868,16
968868,28
968868,12
968868,14
968868,10749
